TransactionID,OrderDate,Origin,Destination,TransportMode,Carrier,Distance_km,FreightCost,ShipmentWeight_kg,PlannedTransitDays,ActualTransitDays,UnitsShipped,DamagedUnits,OnTimeDelivery
1377,5/28/2024,Delhi,Indore,Road,DTDC,975,67330.29,2082,1,5,242,0,0
1378,9/23/2024,Bangalore,Kolkata,Road,DHL,1671,59817.08,1274,5,14,162,0,0
1379,10/22/2024,Chennai,Kolkata,Road,DHL,1509,76519.31,82,3,8,179,0,0
1380,1/11/2024,Jaipur,Pune,Rail,kuehne nagel,658,45615.63,146,6,9,453,1,0
1381,6/12/2024,Mumbai,Ahmedabad,Rail,Delhivery,561,60323.85,4408,9,5,92,0,1
1382,4/22/2024,Mumbai,Hyderabad,Air,DTDC,458,23472.1,3191,3,12,138,0,0
1383,7/5/2024,Delhi,Kolkata,Road,DHL,485,55007.08,2827,1,5,112,0,0
1384,10/21/2024,Chennai,Kolkata,Road,Delhivery,1388,57079.79,3328,8,2,396,0,1
1385,8/19/2024,Bangalore,Indore,Road,DHL,591,68176.4,221,9,9,169,0,1
1386,8/14/2024,Mumbai,Pune,Rail,Delhivery,662,43839.47,4903,4,13,387,0,0
1387,11/5/2024,Delhi,Indore,Rail,DHL,1652,52622.4,950,5,6,321,0,0
1388,4/7/2024,Chennai,Kolkata,Road,DTDC,949,17837.81,4416,3,5,101,0,0
1389,2/24/2024,Chennai,Kolkata,Road,kuehne nagel,1934,59467.21,791,8,5,296,0,1
1390,4/20/2024,Delhi,Indore,Air,kuehne nagel,1136,67396.11,2664,3,4,497,0,0
1391,5/31/2024,Delhi,Kolkata,Air,kuehne nagel,1105,48311.54,1972,4,1,193,0,1
1392,9/2/2024,Bangalore,Ahmedabad,Road,DHL,1672,11022.61,2747,7,6,461,0,1
1393,3/9/2024,Delhi,Hyderabad,Rail,Delhivery,1284,26402.87,440,2,1,358,0,1
1394,11/7/2024,Bangalore,Hyderabad,Rail,DTDC,1536,39090.14,1008,1,10,207,0,0
1395,10/15/2024,Bangalore,Hyderabad,Road,DTDC,612,54818.67,4720,4,2,455,0,1
1396,9/6/2024,Jaipur,Ahmedabad,Road,DHL,624,26985.51,393,8,7,286,0,1
1397,2/5/2024,Chennai,Kolkata,Road,kuehne nagel,1153,67542.7,3531,1,13,216,1,0
1398,8/26/2024,Chennai,Indore,Road,DHL,1071,30999.6,1619,3,1,456,0,1
1399,5/27/2024,Chennai,Pune,Rail,Delhivery,392,5341.24,505,4,8,451,2,0
1400,8/14/2024,Jaipur,Kolkata,Road,kuehne nagel,1305,63931.56,493,4,8,463,0,0
1401,8/31/2024,Bangalore,Ahmedabad,Road,DHL,1951,52249.41,4342,3,7,228,0,0
1402,12/2/2024,Bangalore,Ahmedabad,Road,Delhivery,662,64552.61,2965,3,7,361,0,0
1403,12/30/2024,Delhi,Hyderabad,Road,kuehne nagel,178,29213.41,2460,7,1,43,0,1
1404,7/19/2024,Jaipur,Kolkata,Rail,DTDC,1092,3375.15,3531,8,13,181,0,0
1405,6/2/2024,Delhi,Hyderabad,Road,Delhivery,406,7752.73,1467,4,3,462,0,1
1406,3/13/2024,Jaipur,Pune,Road,DTDC,1492,10720.46,720,8,9,347,0,0
1407,7/19/2024,Delhi,Hyderabad,Air,Delhivery,1008,64801.51,2334,8,5,286,0,1
1408,10/22/2024,Mumbai,Pune,Road,kuehne nagel,1679,25511.91,4606,6,5,297,0,1
1409,1/17/2024,Chennai,Ahmedabad,Rail,DHL,130,79836.08,149,1,7,44,0,0
1410,5/8/2024,Chennai,Hyderabad,Road,DHL,1688,61154.29,2837,7,11,37,0,0
1411,8/4/2024,Bangalore,Hyderabad,Air,DHL,1954,48890.09,457,7,10,373,0,0
1412,3/1/2024,Mumbai,Indore,Rail,DHL,715,78722.31,1027,5,8,249,1,0
1413,4/13/2024,Chennai,Ahmedabad,Road,Delhivery,830,26672.12,2848,6,6,390,0,1
1414,2/11/2024,Bangalore,Indore,Rail,DHL,1191,14918.01,192,9,5,83,1,1
1415,1/25/2024,Mumbai,Pune,Road,DHL,1927,59507.29,3126,3,1,380,0,1
1416,2/8/2024,Chennai,Pune,Air,Delhivery,1567,23690.5,769,4,10,421,0,0
1417,10/17/2024,Delhi,Ahmedabad,Road,Delhivery,840,76960.88,1509,9,10,257,0,0
1418,5/10/2024,Jaipur,Pune,Rail,kuehne nagel,541,79069.41,467,2,10,217,0,0
1419,8/16/2024,Mumbai,Ahmedabad,Road,Delhivery,1948,74259.54,1154,9,13,10,1,0
1420,4/17/2024,Bangalore,Pune,Rail,DTDC,274,75691.42,594,5,9,238,0,0
1421,6/20/2024,Mumbai,Kolkata,Air,kuehne nagel,1036,50021.08,3338,3,6,26,0,0
1422,4/11/2024,Bangalore,Hyderabad,Air,kuehne nagel,468,55985.25,822,8,3,251,1,1
1423,12/19/2024,Mumbai,Kolkata,Road,DHL,829,9351.2,1743,9,12,215,0,0
1424,1/12/2024,Bangalore,Ahmedabad,Road,DHL,186,61517.91,1118,1,12,145,1,0
1425,10/1/2024,Chennai,Ahmedabad,Road,DTDC,275,17760.94,3753,5,10,320,0,0
1426,4/10/2024,Delhi,Kolkata,Road,DHL,1407,67545.43,4273,9,12,222,0,0
1427,2/13/2024,Chennai,Hyderabad,Road,Delhivery,1302,76999.48,1623,2,7,411,0,0
1428,10/31/2024,Delhi,Hyderabad,Road,Delhivery,372,18565.46,3843,1,4,459,0,0
1429,1/17/2024,Chennai,Indore,Road,DHL,1181,8086.43,2703,8,13,324,0,0
1430,11/25/2024,Chennai,Pune,Road,DHL,861,39743.43,590,6,3,18,0,1
1431,2/26/2024,Mumbai,Indore,Road,Delhivery,494,63740.85,2261,2,12,339,0,0
1432,11/6/2024,Jaipur,Hyderabad,Road,kuehne nagel,1990,62109.93,2746,3,7,228,0,0
1433,10/29/2024,Bangalore,Kolkata,Road,DTDC,56,56351.84,1608,5,6,236,0,0
1434,1/12/2024,Bangalore,Pune,Rail,DTDC,177,66014.29,180,1,14,366,0,0
1435,11/13/2024,Bangalore,Kolkata,Road,kuehne nagel,1426,15649.09,2793,2,11,434,0,0
1436,3/20/2024,Delhi,Indore,Road,DTDC,316,52851.15,4649,1,4,346,0,0
1437,8/3/2024,Bangalore,Ahmedabad,Road,DHL,734,49242.99,3870,7,14,449,0,0
1438,12/4/2024,Bangalore,Kolkata,Road,DHL,977,13967.67,2281,7,10,276,0,0
1439,9/20/2024,Mumbai,Indore,Rail,DHL,263,34325.31,875,5,8,121,0,0
1440,5/28/2024,Chennai,Indore,Road,DTDC,296,68497.32,2768,6,2,62,0,1
1441,3/21/2024,Bangalore,Indore,Road,kuehne nagel,1691,77800.54,1072,3,6,331,0,0
1442,8/2/2024,Jaipur,Ahmedabad,Air,DHL,1668,53903.55,2651,2,3,187,0,0
1443,7/16/2024,Bangalore,Ahmedabad,Air,kuehne nagel,1877,73911.4,4276,9,8,25,0,1
1444,7/18/2024,Delhi,Ahmedabad,Road,Delhivery,1447,12299.84,746,2,11,380,0,0
1445,1/25/2024,Delhi,Pune,Road,Delhivery,470,78054.72,1087,1,8,339,0,0
1446,3/29/2024,Delhi,Ahmedabad,Road,Delhivery,1788,4613.51,863,9,11,96,0,0
1447,9/24/2024,Bangalore,Ahmedabad,Road,DTDC,1114,43126.22,3887,8,11,321,0,0
1448,5/22/2024,Mumbai,Ahmedabad,Road,DTDC,766,24698.65,708,8,1,193,0,1
1449,2/28/2024,Jaipur,Kolkata,Rail,DHL,1421,65484.91,2477,7,2,254,0,1
1450,12/30/2024,Bangalore,Ahmedabad,Road,Delhivery,1634,18968.4,1133,9,4,67,0,1
1451,1/26/2024,Mumbai,Pune,Air,kuehne nagel,192,2899.34,3024,3,1,314,0,1
1452,2/16/2024,Mumbai,Indore,Road,DTDC,190,34339.54,1233,8,3,494,0,1
1453,10/14/2024,Bangalore,Kolkata,Road,kuehne nagel,614,7000.42,2674,1,4,40,1,0
1454,9/22/2024,Bangalore,Hyderabad,Rail,kuehne nagel,156,24627.22,2782,1,10,224,0,0
1455,1/16/2024,Mumbai,Ahmedabad,Road,DHL,82,52212.32,2047,6,3,431,0,1
1456,7/17/2024,Mumbai,Indore,Road,DHL,1273,24986.85,2061,8,5,356,0,1
1457,10/8/2024,Mumbai,Indore,Road,kuehne nagel,168,21171.87,1298,8,11,427,0,0
1458,3/26/2024,Bangalore,Kolkata,Road,kuehne nagel,1873,14128.66,3786,1,12,392,0,0
1459,9/6/2024,Mumbai,Hyderabad,Road,kuehne nagel,278,12543.44,2463,1,10,222,0,0
1460,9/26/2024,Delhi,Pune,Road,kuehne nagel,1703,43016.88,4393,9,7,103,0,1
1461,11/30/2024,Bangalore,Indore,Road,Delhivery,737,55157.55,61,9,8,318,0,1
1462,4/26/2024,Delhi,Indore,Road,kuehne nagel,1258,37313.19,2060,7,8,248,1,0
1463,1/7/2024,Chennai,Indore,Air,DTDC,879,11641.04,3657,1,11,162,0,0
1464,5/16/2024,Bangalore,Indore,Road,DHL,1060,52524.99,786,2,2,264,1,1
1465,6/24/2024,Chennai,Kolkata,Road,DTDC,899,45455.51,559,8,1,25,0,1
1466,11/23/2024,Mumbai,Hyderabad,Air,DHL,1288,31739.49,1318,8,13,154,0,0
1467,11/10/2024,Mumbai,Indore,Rail,DHL,782,27743.66,4316,5,14,219,0,0
1468,8/2/2024,Jaipur,Pune,Road,DHL,1203,16285.93,4866,2,6,438,0,0
1469,3/22/2024,Mumbai,Pune,Road,DTDC,894,13411.36,3092,3,1,254,0,1
1470,8/10/2024,Chennai,Ahmedabad,Rail,DHL,321,28424.19,4960,5,6,467,0,0
1471,4/12/2024,Mumbai,Indore,Road,kuehne nagel,1831,5247.23,1108,3,13,215,0,0
1472,9/29/2024,Bangalore,Indore,Rail,kuehne nagel,684,36056.94,4350,1,7,169,0,0
1473,1/14/2024,Mumbai,Indore,Air,Delhivery,1081,48922.77,939,6,9,80,0,0
1474,6/7/2024,Jaipur,Indore,Road,Delhivery,452,75449.03,3002,5,10,72,0,0
1475,5/31/2024,Mumbai,Indore,Road,Delhivery,977,50814.6,3387,3,10,63,0,0
1476,4/17/2024,Chennai,Pune,Rail,kuehne nagel,1652,50677.93,3731,9,1,478,0,1
1477,7/6/2024,Chennai,Hyderabad,Road,DTDC,676,31204.35,2794,8,7,456,0,1
1478,10/27/2024,Mumbai,Hyderabad,Road,Delhivery,1442,12398.74,4895,7,4,75,0,1
1479,4/7/2024,Chennai,Ahmedabad,Road,kuehne nagel,1873,36861.14,1558,2,9,263,0,0
1480,5/10/2024,Chennai,Pune,Rail,DHL,666,48696.75,3387,5,11,469,0,0
1481,10/19/2024,Jaipur,Indore,Road,DTDC,1030,58474.62,3083,5,4,98,0,1
1482,6/19/2024,Bangalore,Hyderabad,Air,DTDC,586,66434.77,1817,6,2,85,0,1
1483,7/1/2024,Jaipur,Kolkata,Rail,kuehne nagel,1126,21962.39,1182,6,1,325,0,1
1484,12/29/2024,Delhi,Kolkata,Road,kuehne nagel,296,20815.17,1251,3,7,306,0,0
1485,2/8/2024,Jaipur,Kolkata,Rail,DHL,386,46093.39,298,4,12,427,0,0
1486,1/15/2024,Mumbai,Indore,Road,DHL,1354,46149.18,1945,1,7,378,0,0
1487,1/4/2024,Bangalore,Indore,Rail,DHL,82,18999.93,279,1,3,273,0,0
1488,12/14/2024,Mumbai,Ahmedabad,Road,DTDC,848,47823.07,2725,5,5,149,0,1
1489,7/28/2024,Delhi,Ahmedabad,Road,DTDC,597,28978.55,1334,4,10,6,0,0
1490,6/9/2024,Bangalore,Ahmedabad,Rail,Delhivery,1416,51866.56,2925,7,12,109,0,0
1491,1/16/2024,Chennai,Kolkata,Road,Delhivery,940,24701.49,370,7,14,199,0,0
1492,4/17/2024,Jaipur,Indore,Rail,Delhivery,1312,48198.76,77,4,12,331,0,0
1493,11/6/2024,Mumbai,Kolkata,Rail,DTDC,1565,61928.18,2948,2,7,338,0,0
1494,8/14/2024,Delhi,Ahmedabad,Road,DHL,778,78452.38,559,4,8,38,0,0
1495,6/18/2024,Chennai,Indore,Road,Delhivery,1250,73063.31,690,8,14,319,0,0
1496,2/3/2024,Jaipur,Pune,Air,DHL,93,41276.02,4686,2,12,128,0,0
1497,9/7/2024,Chennai,Hyderabad,Road,DHL,353,40091.23,3300,5,9,140,0,0
1498,9/3/2024,Jaipur,Hyderabad,Rail,DHL,1743,36140.6,3797,7,10,248,1,0
1499,9/25/2024,Bangalore,Ahmedabad,Rail,Delhivery,318,4164.55,2769,6,10,406,0,0
1500,5/20/2024,Chennai,Kolkata,Air,Delhivery,732,14944.45,3953,9,1,259,0,1
1501,9/30/2024,Chennai,Pune,Rail,DHL,1806,6616.75,1361,2,9,147,0,0
1502,4/5/2024,Chennai,Indore,Road,Delhivery,449,56315.7,3386,4,6,427,0,0
1503,8/14/2024,Bangalore,Kolkata,Air,kuehne nagel,1815,34232.3,1540,7,6,343,0,1
1504,2/8/2024,Delhi,Ahmedabad,Rail,Delhivery,652,6974.05,1468,8,14,482,0,0
1505,10/28/2024,Jaipur,Kolkata,Rail,DHL,971,55864.86,1508,5,7,195,0,0
1506,1/29/2024,Chennai,Ahmedabad,Road,DHL,1020,52266,3509,5,9,215,0,0
1507,11/13/2024,Bangalore,Hyderabad,Road,DTDC,480,58157.1,4954,4,7,377,0,0
1508,9/1/2024,Delhi,Hyderabad,Rail,DTDC,470,48787.06,2617,9,7,241,0,1
1509,8/23/2024,Jaipur,Kolkata,Road,DHL,180,14600.09,1387,4,11,133,0,0
1510,7/3/2024,Bangalore,Pune,Road,kuehne nagel,1483,6788.6,3742,3,12,29,0,0
1511,9/28/2024,Jaipur,Indore,Road,DTDC,1811,65737,4659,9,3,98,0,1
1512,8/23/2024,Chennai,Ahmedabad,Road,DHL,1298,18833.1,3131,7,10,364,0,0
1513,8/26/2024,Delhi,Indore,Road,DTDC,1216,44317.28,396,9,9,389,0,1
1514,9/22/2024,Bangalore,Hyderabad,Road,DTDC,627,39846.93,166,4,4,477,0,1
1515,12/24/2024,Delhi,Pune,Road,DHL,589,73842.1,2508,3,6,429,1,0
1516,12/5/2024,Chennai,Pune,Rail,Delhivery,174,45090.3,1470,8,13,182,0,0
1517,3/5/2024,Delhi,Indore,Road,kuehne nagel,1285,47241.32,1904,4,7,152,0,0
1518,6/25/2024,Delhi,Hyderabad,Road,Delhivery,983,26921.39,3132,3,12,103,0,0
1519,1/3/2024,Mumbai,Indore,Road,DHL,1501,76778.19,1681,4,13,405,0,0
1520,5/21/2024,Delhi,Kolkata,Road,DHL,1510,49765.16,2049,2,12,288,0,0
1521,6/6/2024,Jaipur,Pune,Rail,kuehne nagel,641,2388.47,2195,4,9,235,0,0
1522,11/19/2024,Bangalore,Pune,Rail,DHL,1311,45374.42,4427,7,13,133,1,0
1523,5/25/2024,Mumbai,Kolkata,Road,DTDC,693,30381.5,856,3,13,446,0,0
1524,10/19/2024,Bangalore,Hyderabad,Road,kuehne nagel,377,4504.75,1741,1,10,402,1,0
1525,6/1/2024,Bangalore,Pune,Air,Delhivery,861,35660.88,2754,8,12,230,0,0
1526,7/11/2024,Chennai,Ahmedabad,Road,kuehne nagel,1192,62338.19,3485,6,3,35,0,1
1527,3/13/2024,Chennai,Ahmedabad,Road,Delhivery,95,41295.58,260,3,14,358,0,0
1528,10/31/2024,Mumbai,Hyderabad,Road,DHL,133,51877.81,1740,8,11,80,0,0
1529,12/9/2024,Chennai,Kolkata,Road,Delhivery,843,51899.83,1827,6,2,355,0,1
1530,5/19/2024,Chennai,Indore,Road,Delhivery,401,54339.51,3197,1,2,242,0,0
1531,7/5/2024,Chennai,Hyderabad,Road,Delhivery,1086,32232.5,2549,9,2,344,0,1
1532,10/19/2024,Bangalore,Indore,Road,kuehne nagel,686,30860.38,736,9,9,484,1,1
1533,3/1/2024,Mumbai,Hyderabad,Road,DTDC,1910,2357.59,2720,9,8,133,0,1
1534,7/16/2024,Bangalore,Ahmedabad,Road,Delhivery,1245,14029.35,979,6,9,9,0,0
1535,10/21/2024,Jaipur,Kolkata,Road,kuehne nagel,283,76163.2,4163,6,9,388,0,0
1536,11/14/2024,Bangalore,Ahmedabad,Road,kuehne nagel,1254,67708.5,1364,4,1,253,0,1
1537,10/28/2024,Jaipur,Kolkata,Road,DTDC,1124,23458.46,2883,8,10,33,0,0
1538,12/9/2024,Delhi,Indore,Road,kuehne nagel,830,33292.97,1823,9,10,347,0,0
1539,1/11/2024,Delhi,Hyderabad,Rail,DHL,730,75313.86,2295,7,9,406,0,0
1540,3/2/2024,Jaipur,Pune,Rail,DHL,1468,21534.67,1235,7,1,187,0,1
1541,11/28/2024,Jaipur,Pune,Road,DHL,982,43537.57,2514,2,5,11,0,0
1542,8/13/2024,Bangalore,Kolkata,Road,DTDC,1901,3722.22,433,2,4,69,0,0
1543,6/1/2024,Jaipur,Kolkata,Rail,kuehne nagel,1873,50339.32,3973,2,8,138,0,0
1544,7/17/2024,Mumbai,Ahmedabad,Road,DHL,1502,74545.74,1571,4,5,131,0,0
1545,2/21/2024,Delhi,Pune,Road,Delhivery,1347,71009.98,1029,9,12,399,0,0
1546,9/16/2024,Delhi,Ahmedabad,Rail,kuehne nagel,910,41153.6,4227,5,9,251,0,0
1547,2/28/2024,Jaipur,Indore,Air,DHL,1280,52672.07,3660,2,1,123,0,1
1548,3/12/2024,Chennai,Pune,Road,kuehne nagel,197,46444.26,3320,4,8,366,0,0
1549,5/27/2024,Chennai,Indore,Road,DHL,349,7223.99,2003,7,6,421,1,1
1550,12/14/2024,Jaipur,Hyderabad,Air,Delhivery,1526,14380.43,1534,5,1,424,0,1
1551,3/3/2024,Mumbai,Ahmedabad,Road,kuehne nagel,598,77177.75,933,8,13,273,0,0
1552,11/5/2024,Chennai,Kolkata,Air,DHL,1746,21965.56,2577,1,2,404,0,0
1553,8/30/2024,Jaipur,Pune,Road,DHL,1027,31987.04,4873,5,4,243,0,1
1554,11/25/2024,Mumbai,Ahmedabad,Road,Delhivery,432,41697.66,173,4,14,388,0,0
1555,4/16/2024,Mumbai,Kolkata,Road,Delhivery,1860,78372.31,575,3,5,482,0,0
1556,8/13/2024,Bangalore,Hyderabad,Air,DHL,849,55819.49,2136,7,14,162,0,0
1557,11/8/2024,Mumbai,Pune,Air,DHL,1691,51108.68,2205,1,1,95,1,1
1558,8/5/2024,Chennai,Indore,Road,DTDC,583,42903.2,1426,6,10,162,0,0
1559,8/28/2024,Chennai,Hyderabad,Rail,DTDC,1306,56652.6,4456,8,7,323,0,1
1560,9/15/2024,Jaipur,Kolkata,Road,kuehne nagel,1707,53793.24,3511,2,13,284,0,0
1561,9/18/2024,Jaipur,Pune,Rail,kuehne nagel,1202,72421.59,4185,6,4,361,0,1
1562,1/5/2024,Mumbai,Pune,Rail,DTDC,1895,44263.15,4926,1,14,229,0,0
1563,9/17/2024,Delhi,Hyderabad,Road,DHL,1802,34877.2,630,6,14,116,0,0
1564,2/23/2024,Bangalore,Pune,Road,Delhivery,1733,64958.64,2043,6,14,221,0,0
1565,2/16/2024,Delhi,Kolkata,Air,kuehne nagel,619,64383.1,4575,5,1,463,0,1
1566,8/2/2024,Mumbai,Hyderabad,Air,DHL,980,15247.24,3985,7,12,420,1,0
1567,6/25/2024,Mumbai,Indore,Road,Delhivery,286,20469.78,506,5,6,419,0,0
1568,1/9/2024,Delhi,Hyderabad,Road,Delhivery,1655,76773.78,2850,8,9,169,0,0
1569,4/8/2024,Bangalore,Hyderabad,Air,DHL,1015,36640.54,1501,2,9,315,1,0
1570,1/20/2024,Delhi,Indore,Road,DHL,750,42533.53,253,6,11,330,0,0
1571,8/28/2024,Jaipur,Kolkata,Road,kuehne nagel,803,26192.49,2876,5,4,145,0,1
1572,3/1/2024,Chennai,Ahmedabad,Road,DTDC,624,39523.54,4263,2,7,286,0,0
1573,6/26/2024,Jaipur,Ahmedabad,Air,DHL,1558,59981.82,1902,7,10,182,0,0
1574,12/3/2024,Chennai,Indore,Road,DTDC,1314,39622.92,3515,4,1,308,1,1
1575,3/2/2024,Mumbai,Kolkata,Road,kuehne nagel,1006,26553.21,4095,6,10,456,0,0
1576,5/24/2024,Bangalore,Pune,Road,DTDC,1066,9488.08,2493,5,13,407,0,0
1577,8/3/2024,Delhi,Indore,Air,DTDC,1770,74404.4,2102,4,9,275,0,0
1578,1/3/2024,Bangalore,Ahmedabad,Rail,Delhivery,820,69989.31,4653,2,14,37,0,0
1579,6/8/2024,Delhi,Kolkata,Rail,kuehne nagel,1814,63726.47,2242,7,1,443,0,1
1580,8/14/2024,Jaipur,Hyderabad,Road,DHL,272,56137.54,2759,5,14,363,0,0
1581,9/25/2024,Jaipur,Kolkata,Air,DTDC,1172,42209.77,1232,3,9,36,0,0
1582,4/29/2024,Delhi,Kolkata,Rail,kuehne nagel,1832,71996.95,2878,6,6,68,0,1
1583,3/29/2024,Bangalore,Ahmedabad,Rail,Delhivery,606,63752.72,1008,8,10,410,0,0
1584,11/24/2024,Delhi,Ahmedabad,Air,Delhivery,960,65648.85,4124,2,11,495,0,0
1585,3/8/2024,Mumbai,Pune,Road,DTDC,322,26144.94,2108,4,7,360,0,0
1586,12/22/2024,Jaipur,Pune,Rail,DTDC,1472,35029.75,118,3,4,121,0,0
1587,4/7/2024,Mumbai,Indore,Air,DHL,1590,57130.58,1687,7,9,155,0,0
1588,9/23/2024,Jaipur,Hyderabad,Rail,kuehne nagel,479,30942.86,251,8,12,205,0,0
1589,4/14/2024,Jaipur,Pune,Road,DHL,572,40530.02,315,8,6,446,0,1
1590,11/18/2024,Chennai,Ahmedabad,Road,DHL,1009,52428.01,3175,4,12,446,0,0
1591,5/2/2024,Mumbai,Kolkata,Rail,Delhivery,1421,36145.16,288,2,6,436,0,0
1592,1/29/2024,Mumbai,Indore,Road,kuehne nagel,959,63857.09,340,6,12,44,0,0
1593,5/16/2024,Chennai,Pune,Road,DHL,1624,11069.75,3444,3,14,482,0,0
1594,7/13/2024,Bangalore,Kolkata,Air,Delhivery,500,58008.41,1858,8,10,289,0,0
1595,8/13/2024,Mumbai,Kolkata,Road,DTDC,1061,13326.38,2139,3,6,366,0,0
1596,11/27/2024,Delhi,Pune,Road,DHL,91,75151.49,1004,2,4,90,0,0
1597,6/18/2024,Chennai,Hyderabad,Rail,DTDC,1788,26494.94,4778,9,13,212,1,0
1598,1/9/2024,Mumbai,Hyderabad,Road,kuehne nagel,143,64043.72,1980,9,7,63,0,1
1599,2/9/2024,Bangalore,Indore,Road,DHL,535,42670.52,4130,9,14,72,0,0
1600,1/25/2024,Mumbai,Hyderabad,Road,DTDC,566,9104.79,333,3,2,336,0,1
1601,9/17/2024,Jaipur,Indore,Road,DTDC,1637,47441.77,856,2,2,453,0,1
1602,8/13/2024,Delhi,Ahmedabad,Road,kuehne nagel,1223,73149.86,1956,4,13,290,0,0
1603,5/3/2024,Chennai,Pune,Road,Delhivery,766,14264.28,2726,2,11,367,0,0
1604,2/7/2024,Jaipur,Kolkata,Road,Delhivery,1885,27061.94,3621,8,11,27,0,0
1605,11/23/2024,Bangalore,Indore,Road,DHL,548,36254.38,4721,1,6,420,0,0
1606,9/7/2024,Jaipur,Hyderabad,Road,DTDC,420,23454.14,3809,2,9,388,0,0
1607,6/24/2024,Jaipur,Indore,Air,Delhivery,1030,75614.8,4119,6,3,362,0,1
1608,3/30/2024,Bangalore,Indore,Road,DHL,748,31445.02,1668,9,7,53,0,1
1609,2/6/2024,Jaipur,Hyderabad,Rail,DTDC,534,53328.84,4956,5,9,242,0,0
1610,11/11/2024,Chennai,Hyderabad,Road,DHL,714,19465.51,858,5,12,455,0,0
1611,6/24/2024,Mumbai,Pune,Rail,kuehne nagel,1456,19137.06,3836,3,9,293,0,0
1612,10/10/2024,Jaipur,Kolkata,Rail,DHL,677,15716.25,991,8,3,100,0,1
1613,3/21/2024,Chennai,Pune,Road,kuehne nagel,1734,35915.36,89,6,1,472,0,1
1614,4/23/2024,Mumbai,Pune,Road,DTDC,781,43562.94,1388,2,2,79,0,1
1615,2/9/2024,Mumbai,Hyderabad,Road,DTDC,241,2838.36,4702,5,11,434,0,0
1616,10/27/2024,Jaipur,Hyderabad,Rail,DTDC,1818,66968.03,1371,4,8,369,1,0
1617,8/11/2024,Chennai,Kolkata,Road,DHL,885,41994.8,1704,9,7,326,0,1
1618,11/13/2024,Jaipur,Indore,Air,DTDC,1294,14262.37,3118,4,1,410,0,1
1619,12/14/2024,Bangalore,Pune,Road,DTDC,1120,7248.88,4788,8,3,90,0,1
1620,4/24/2024,Mumbai,Kolkata,Road,kuehne nagel,176,6929.55,444,1,8,376,0,0
1621,7/4/2024,Jaipur,Pune,Road,DTDC,1876,22096.19,841,5,7,25,0,0
1622,11/18/2024,Mumbai,Indore,Air,DTDC,776,40944.79,3683,9,5,161,0,1
1623,2/25/2024,Chennai,Pune,Road,DTDC,1080,69098.68,1994,3,3,195,0,1
1624,2/9/2024,Delhi,Ahmedabad,Rail,Delhivery,745,72431.3,793,6,7,201,0,0
1625,12/19/2024,Jaipur,Kolkata,Road,DTDC,1189,66921.58,4422,6,5,421,0,1
1626,2/9/2024,Jaipur,Hyderabad,Road,DHL,613,27627.95,243,6,1,166,0,1
1627,12/12/2024,Mumbai,Pune,Rail,kuehne nagel,415,25911.5,4324,4,5,222,0,0
1628,8/24/2024,Chennai,Kolkata,Air,DTDC,1119,79021.75,3947,7,3,283,0,1
1629,10/15/2024,Bangalore,Kolkata,Road,DHL,442,55139.89,267,3,2,13,0,1
1630,9/18/2024,Chennai,Pune,Road,kuehne nagel,1003,25786.25,3632,6,13,407,0,0
1631,8/3/2024,Jaipur,Hyderabad,Rail,kuehne nagel,72,27668.25,4702,5,3,451,0,1
1632,5/26/2024,Bangalore,Hyderabad,Road,DHL,1204,35902.27,3540,3,10,343,0,0
1633,12/1/2024,Chennai,Pune,Rail,DHL,1200,50500.92,2865,2,4,355,0,0
1634,6/16/2024,Delhi,Kolkata,Road,Delhivery,494,72042.37,3953,1,14,246,0,0
1635,4/1/2024,Mumbai,Hyderabad,Road,Delhivery,826,17467.96,3973,8,13,88,0,0
1636,12/18/2024,Chennai,Pune,Rail,DTDC,1382,8583.47,1835,1,13,439,0,0
1637,2/28/2024,Chennai,Pune,Road,Delhivery,757,33648.67,4222,5,1,421,2,1
1638,2/28/2024,Delhi,Pune,Air,DHL,482,21145.53,4744,5,4,140,1,1
1639,10/30/2024,Jaipur,Kolkata,Rail,Delhivery,522,46930.55,3883,1,9,310,0,0
1640,6/17/2024,Mumbai,Hyderabad,Rail,kuehne nagel,97,56538.76,1232,9,1,256,0,1
1641,9/25/2024,Chennai,Kolkata,Road,DHL,1964,26237.4,573,5,11,276,0,0
1642,12/28/2024,Bangalore,Ahmedabad,Air,DTDC,1155,55465.2,3346,9,7,146,0,1
1643,2/14/2024,Chennai,Hyderabad,Rail,kuehne nagel,1182,28765.49,4529,6,8,7,0,0
1644,12/10/2024,Mumbai,Kolkata,Road,kuehne nagel,312,51527.51,418,7,9,246,0,0
1645,6/29/2024,Chennai,Hyderabad,Road,kuehne nagel,1940,51378.74,4433,7,7,346,0,1
1646,6/18/2024,Delhi,Ahmedabad,Road,DHL,1104,23696.46,448,2,13,204,0,0
1647,12/21/2024,Chennai,Indore,Air,DHL,407,51586.37,2201,5,9,482,0,0
1648,7/9/2024,Chennai,Pune,Air,DTDC,617,31714.5,3930,2,10,240,1,0
1649,6/3/2024,Bangalore,Kolkata,Air,Delhivery,529,28243.49,176,4,13,480,0,0
1650,7/6/2024,Delhi,Ahmedabad,Rail,Delhivery,916,24564.44,2137,3,14,94,0,0
1651,1/7/2024,Delhi,Ahmedabad,Road,Delhivery,1262,28960.33,3193,6,3,386,0,1
